dataset_source,species,breed,age_years,weight_kg,body_temp_c,symptoms,outcome_diagnosis
Clinical,Cat,Bengal,5.6,6.4,,"Spines, Weakness, Weakness, Unusally thin, Enlarged skulls",Previous heart condition
Clinical,Cat,Mixed Breed,13.7,5.2,,"Excession Salivation, Ulcerated ear, Abnormal conformation, Fever, Ulcerated muscle",Allergies
Clinical,Cat,Persian,2.5,6.2,,"Weight loss, Pain, Pain, Sneezing, Lepatomegaly",Parasite history
Clinical,Cat,Bengal,5.5,3.7,,"Coughing, Vomiting, Sneezing, Weight loss, Lethargy",Not vaccinated
Clinical,Dog,Mixed Breed,0.5,26.1,,"Shortness of breath, Anorexia, Sneezing, Weight loss, Weakness",Parasite history
Clinical,Cat,Persian,17.6,5.4,,"Fever, loss of appetite, Coughing, Dysentery, Anorexia",Previous heart condition
Clinical,Cat,Ragdoll,13.5,10.0,,"Fever, Seizures, Hydrophobia, Jaw is dropped, Shyness or aggression",Skin conditions history
Clinical,Cat,Bengal,18.0,4.6,,"Cessation of eructation, Vomiting, Vomiting, Sneezing, Coughing",Vaccinated
Clinical,Cat,Scottish Fold,4.5,6.8,,"Thicked skin, Hair tining, Hair loss, Scabbing, Itchiness",Skin conditions history
Clinical,Dog,Beagle,8.4,28.3,,"Coughing, Skin Rashes, Anorexia, Pain, Lethargy",Recent surgery
Clinical,Cat,Ragdoll,13.5,8.7,,"Loss of appettite, Death, Diarrhea, Fever, Pot belly",Previous heart condition
Clinical,Cat,British Shorthair,16.7,6.1,,"Relunctance to move, Depression, Fever, Nasal Discharge, Salivation",Previous heart condition
Clinical,Dog,Labrador Retriever,5.2,38.9,,"Weight loss, Rhinitis, Pain, Fever, Vomiting",Vaccinated
Clinical,Cat,Sphynx,4.8,5.7,,"Inability to stand , Diarrhea, Bottle Jaw, Pot belly, Dry Hair coat",Recent surgery
Clinical,Cat,Bengal,7.3,7.0,,"Fever, Sneezing, Diarrhea, Vomiting, Weakness",Not vaccinated
Clinical,Cat,Persian,8.5,6.8,,"haemorrhage, Vomiting, Malaise, Vomiting, Lethargy",No previous conditions
Clinical,Dog,German Shepherd,7.9,28.4,,"Fetopelvic dispropotion, Uteria inertia, Malpresentation, Death, Pains",Chronic illness
Clinical,Cat,Mixed Breed,12.7,3.1,,"fever, loss of appetite, swollen teats, lameness in affected leg, depression",No previous conditions
Clinical,Cat,Scottish Fold,7.7,5.6,,"Vomiting, Diarrhea, Pain, restless movement, Coughing",Parasite history
Clinical,Dog,German Shepherd,10.3,34.3,,"Nasal Discharge, Nasal Discharge, Painfull, Swelling on leg, Broken Bones",Dental issues
Clinical,Cat,Scottish Fold,2.7,4.7,,"Fever, Diarrhea, Muscle twiching, Lameness, Weight loss",Skin conditions history
Clinical,Dog,Labrador Retriever,7.4,26.2,,"Vomiting, Dehydration, Bloody diarrhea, Anorexia, Lethargy",Chronic illness
Clinical,Cat,Siamese,9.6,4.0,,"sudden death, high temperature, difficulty breating, Staggering, trembling",No previous conditions
Clinical,Cat,Siamese,6.6,4.9,,"Coughing, Coughing, Weakness, Coughing, Coughing",Recent surgery
Clinical,Cat,Siamese,9.5,6.1,,"ruffled feathers, Anorexia, Sneezing, Wether restless, Fever",Dental issues
Clinical,Dog,Boxer,10.0,28.6,,"Weight loss, Weakness, Fever, Pain, Pain",No previous conditions
Clinical,Dog,German Shepherd,5.7,26.4,,"Coughing, Weight loss, Blood from mouth, Lethargy, Diarrhea",Chronic illness
Clinical,Dog,Beagle,9.8,23.4,,"Coughing, Weight loss, Grinding of teeth, Diarrhea, Lethargy",Dental issues
Clinical,Cat,British Shorthair,6.4,5.8,,"Coughing, Pain, Rough coat, Sneezing, Anorexia",No previous conditions
Clinical,Dog,Poodle,9.4,6.6,,"Blood from mouth, weight loss, Sneezing, Anorexia, Sneezing",Allergies
Clinical,Cat,Mixed Breed,6.9,7.6,,"Pain, Fever, Pain, Weight loss, Coughing",No previous conditions
Clinical,Cat,Sphynx,8.9,3.0,,"Coughing, Weight loss, Fever, Sneezing, Diffulty chewing",Chronic illness
Clinical,Dog,Rottweiler,5.6,22.0,,"Fever, Chills, Sweat, Head ache, Fatique",Not vaccinated
Clinical,Dog,Bulldog,1.8,25.5,,"Nasal discharge, Skin reashes, Pox lession on skin, Mortality varies, Fever",Skin conditions history
Clinical,Cat,Ragdoll,16.6,8.7,,"Fever, Diarrhea, Vomiting, Salivation, Decrease appetite",No previous conditions
Clinical,Dog,Bulldog,4.4,26.0,,"Sores on lip, Infection, Sores on lower leg and teats, Lesion, Pain",Skin conditions history
Clinical,Cat,British Shorthair,4.1,6.7,,"Bloody Urine, Weakness, Discharge, Sneezing, Diarrhea",Allergies
Clinical,Dog,Rottweiler,5.9,32.9,,"Lethargy, Weight loss, Weakness, Vomiting, Weakness",Vaccinated
Clinical,Dog,Poodle,1.8,4.6,,"Greenish-yellow nasal discharge, Lack of pigmentation, Sneezing, Lethargy, Pain on face",Recent surgery
Clinical,Cat,Ragdoll,2.3,8.0,,"wasting, stumbling, Fever, drooling, drooping ears",Previous heart condition
Clinical,Dog,Mixed Breed,3.1,23.1,,"Decreased milk, Holding limbs off the ground, Weight loss, Lameness, Wool production",Vaccinated
Clinical,Cat,Scottish Fold,10.1,7.1,,"Emaciation, Difficulty in breathing, Vomiting, Weakness, Diarrhea",Parasite history
Clinical,Cat,British Shorthair,13.4,4.0,,"Weight loss, Weight loss, Pain, Pain, Diarrhea",Previous heart condition
Clinical,Cat,Sphynx,8.5,5.7,,"Excess salivation, Diarrhea, Depression, Nasal discharge, Weakness",Skin conditions history
Clinical,Dog,Golden Retriever,7.7,41.0,,"stop eating, stop drinking, change their normal behaviour, Depression, Pains",Parasite history
Clinical,Dog,Mixed Breed,13.4,30.1,,"lllthrift, Skin Lesion, Lameness, Swelling on theBody, Weight loss",Previous heart condition
Clinical,Cat,Sphynx,6.7,7.5,,"Weakness, Pain, Weakness, Fever, Coughing",Dental issues
Clinical,Cat,Sphynx,8.8,6.9,,"Fever, Wound lesion, Excess salivary, Difficult in walking, Pain",Parasite history
Clinical,Cat,Bengal,8.8,4.3,,"Skeleten abnormalities, Facial defects, Hair loss, Flat ribs, Underdeveloped muscles",No previous conditions
Clinical,Dog,Mixed Breed,6.4,18.5,,"Vomiting, Red and inflammation ear, Diarrhea, pain , Lethargy",Recent surgery
Clinical,Cat,Scottish Fold,12.1,4.2,,"Coughing, Pain, Pain, Abdonormal pain, Weight loss",No previous conditions
Clinical,Cat,Sphynx,9.5,4.5,,"pain , Weight loss, Diarrhea, Anorexia, Lethargy",Parasite history
Clinical,Dog,German Shepherd,15.0,30.5,,"Lethargy, Anorexia, Lethargy, Coughing, Vomiting",Vaccinated
Clinical,Cat,Persian,6.9,6.2,,"Weakness, Diarrhea, Lethargy, Diarrhea, Poor growth",Dental issues
Clinical,Cat,Maine Coon,0.7,7.0,,"Coughing, Dyspnea, Anorexia, weakness, Fever",Vaccinated
Clinical,Cat,Bengal,11.6,3.2,,"sudden death, high temperature, difficulty breating, Staggering, trembling",Previous kidney disease
Clinical,Cat,British Shorthair,4.4,4.5,,"Vomiting, Vomiting, Sneezing, Anorexia, Lethargy",Allergies
Clinical,Cat,Bengal,11.0,3.3,,"sudden death, high temperature, difficulty breating, Staggering, trembling",Dental issues
Clinical,Dog,Bulldog,4.2,29.2,,"Vomiting, Bloody diarrhea, Lethargy, Dehydration, Anorexia",Not vaccinated
Clinical,Cat,Scottish Fold,5.6,2.5,,"Pain, Coughing, Lethargy, Fever, Lethargy",Dental issues
Clinical,Dog,Bulldog,3.2,22.4,,"Pains, Poor Appetite, Swelling of face or leg, Fever, Depression",Not vaccinated
Clinical,Dog,Rottweiler,2.0,41.3,,"Swelling, loss of appetite, Weight Loss, Fever, Anorexia",No previous conditions
Clinical,Dog,Rottweiler,4.1,42.8,,"Lethargy, Vomiting, Tremor , Lethargy, Iris prolapse",Vaccinated
Clinical,Cat,Persian,4.3,3.9,,"Urination, Darkened skin, Sneezing, Diarrhea, anaemia",Parasite history
Clinical,Cat,British Shorthair,11.2,5.7,,"Foot Hot, Weight loss, Pains, Facial Paralysis, Tenderness",Dental issues
Clinical,Cat,Bengal,11.7,4.0,,"Swollen Belly, Dullness, Discharge, Urination, Lying down",Previous heart condition
Clinical,Dog,Beagle,14.7,31.3,,"Fetopelvic dispropotion, Uteria inertia, Despression, Death, Pains",Recent surgery
Clinical,Dog,German Shepherd,3.8,34.9,,"Fever, Coughing, Fever, Fever, Pain",Allergies
Clinical,Dog,Golden Retriever,5.3,36.4,,"Diarrhea, congestion, Pain, Weakness, Weight loss",Parasite history
Clinical,Dog,Yorkshire Terrier,8.3,4.0,,"Fever, loss in weight, Weight loss, Coughing, Legness",Vaccinated
Clinical,Cat,Persian,4.4,7.6,,"Sneezing, Coughing, Fever, Coughing, Weight loss",Dental issues
Clinical,Dog,Labrador Retriever,2.1,34.0,,"Fever, Chills, Skin ulcer, Exhaustion, Swollen and painfull",Recent surgery
Clinical,Cat,Mixed Breed,15.1,7.0,,"Coughing, Lethargy, Closed eyes, Epistaxis, Lying down",Vaccinated
Clinical,Dog,Labrador Retriever,6.3,38.3,,"Fever, swollen purple wattle, Poor condition, Sneezing, Fever",Recent surgery
Clinical,Dog,Boxer,9.8,19.5,,"Oral lesion, Lameness, Pyrexia, Swelling, Death",Dental issues
Clinical,Cat,British Shorthair,10.9,5.9,,"Vomiting, Epistaxis, Pain, Anorexia, Yellow or green dropping",Recent surgery
Clinical,Cat,Bengal,2.6,5.0,,"Limping, Willnot run to jump, Swelling , Week legs, Pain on leg",Dental issues
Clinical,Cat,Ragdoll,9.2,8.4,,"Diarrhea, Coughing, Weight loss, Anorexia, Anorexia",Dental issues
Clinical,Cat,British Shorthair,15.5,3.8,,"Fever, Difficulty in breathing, Coughing, Painfull, Eye become dull",Recent surgery
Clinical,Cat,Ragdoll,2.4,6.1,,"Diarrhea, Vomiting, Vomiting, Weakness, respiratory noise",Allergies
Clinical,Dog,German Shepherd,8.8,26.1,,"high body temperature, sudden death, Vomiting, Vomiting, Coughing",Previous kidney disease
Clinical,Cat,Mixed Breed,10.1,5.1,,"Vomiting, Coughing, Diarrhea, Sneezing, Sneezing",Parasite history
Clinical,Dog,Golden Retriever,9.2,29.2,,"Discharge From eyes, Redness of eye, Blindness, Scartches, Pains",Not vaccinated
Clinical,Cat,Siamese,7.5,6.4,,"Fever, Uteria inertia, Ulcers, Lethargy, Weight loss",Not vaccinated
Clinical,Dog,Boxer,9.1,25.0,,"Self Mutilation, Fever, Anorexia, Pain, Anorexia",Previous heart condition
Clinical,Cat,Maine Coon,8.2,5.7,,"Vomiting, Fever, Coughing, Pain, Vomiting",Recent surgery
Clinical,Cat,Sphynx,3.0,5.8,,"Weakness, Dehydration, Weakness, Pain, Weakness",Not vaccinated
Clinical,Cat,British Shorthair,9.7,6.2,,"Coughing, Weakness, Weakness, Pain, Vomiting",Dental issues
Clinical,Dog,Rottweiler,14.8,36.0,,"Fever, Swelling of face or leg, Poor Appetite, Depression, Pains",Skin conditions history
Clinical,Dog,Beagle,12.5,18.9,,"Fever, Swelling, Lameness, Heat, Pains",Skin conditions history
Clinical,Cat,Maine Coon,9.8,7.3,,"Vomiting, Thickening of skin, Lethargy, Coughing, Lethargy",Not vaccinated
Clinical,Cat,Maine Coon,9.5,6.7,,"Diarrhea, Swelling of face or leg, Lame, Vomiting, Tensemus",Previous heart condition
Clinical,Dog,Mixed Breed,6.0,29.4,,"Fever, Convulsion, Sudden death, Urine retention, Weight loss",Recent surgery
Clinical,Dog,Bulldog,8.6,22.8,,"Facial swelling, stunted growth, egg production decreases, Blindness, Distinctive bumps",Skin conditions history
Clinical,Cat,Siamese,5.0,7.1,,"Pain, Anorexia, Vomiting, Abdominal discomfort, Weakness",Vaccinated
Clinical,Cat,Bengal,18.0,5.8,,"Lesions , Scabs, Ulcers, Lumps, Bumps(black,grey or red)",Dental issues
Clinical,Dog,Beagle,4.5,25.4,," increased passing gas, Fever, Sneezing, Anorexia, Fever",No previous conditions
Clinical,Cat,British Shorthair,2.4,4.2,,"Pale gums, Lethargy, Difficulty in breathing, Jaundice, Seizuers",Not vaccinated
Clinical,Dog,Yorkshire Terrier,14.2,6.1,,"Poor wool, Loss of Appetite, Lameness, Small size, Poor Body condition",Vaccinated
Clinical,Cat,Maine Coon,18.0,6.1,,"Decrease appetite, Fever, Coughing, Pain, Fever",Chronic illness
Clinical,Dog,Labrador Retriever,11.6,34.3,,"Weight loss, Fever, Coughing, Seizures, Fever",Recent surgery
Clinical,Dog,Mixed Breed,9.4,12.9,,"Lethargy, Diarrhea, Weight loss, Pain, Stripped remiges",Previous kidney disease
Clinical,Dog,Yorkshire Terrier,4.7,6.1,,"Lethargy, Fever, Coughing, Scabbing, Weakness",Vaccinated
Clinical,Dog,Bulldog,4.0,27.9,,"Sores on lip, Infection, Sores on lower leg and teats, Lesion, Pain",Skin conditions history
Clinical,Dog,Mixed Breed,8.8,40.0,,"Weight loss, Pain, Vomiting, Anorexia, Vomiting",Previous kidney disease
Clinical,Dog,Beagle,15.3,28.1,,"change their normal behaviour, stop eating, Pains, stop drinking, Lameness",No previous conditions
Clinical,Cat,Persian,13.2,3.9,,"Bleeding in eye and skin, Pain, Anorexia, Diarrhea, Blood in faces",Not vaccinated
Clinical,Cat,Bengal,7.7,6.6,,"Pain, Vomiting, Weakness, Diarrhea, Pain",No previous conditions
Clinical,Cat,Bengal,4.1,6.4,,"Pain, Weakness, Fever, Fever, Lethargy",Skin conditions history
Clinical,Cat,Maine Coon,6.5,5.6,,"Decrease appetite, Vomiting, Fever, Salivation, Diarrhea",Recent surgery
Clinical,Dog,German Shepherd,7.6,38.1,,"Coughing, Weight loss, Weight loss, Weight loss, Fever",Allergies
Clinical,Dog,Bulldog,11.2,25.9,,"Swollen, Testical Pain, Itches, Bloody discharge, Tenderness",Recent surgery
Clinical,Cat,Mixed Breed,14.7,7.2,,"Anorexia, Weakness, Lethargy, Coughing, Ulcerated skin",Skin conditions history
Clinical,Dog,Labrador Retriever,8.7,30.7,,"Coughing, Sneezing, Anorexia, Pain, Blue straws",Previous kidney disease
Clinical,Cat,British Shorthair,3.9,5.5,,"Sneezing, Diarrhea, Dejection, Sneezing, Sneezing",Vaccinated
Clinical,Dog,Labrador Retriever,10.6,42.6,,"Lameness, Coughing, Fever, Loss of  appetite, Swelling of joints",No previous conditions
Clinical,Cat,Persian,8.8,4.0,,"Fever, Dyspnea, Coughing, Facial edema, Rhinorrhea",Vaccinated
Clinical,Dog,Bulldog,12.6,22.4,,"paresis, paralysis, Weakness, Stomach cramps, Diarrhea",No previous conditions
Clinical,Cat,Bengal,12.6,4.6,,"Lethargy, Diarrhea, Vomiting, Discharge from eye, Anorexia",Recent surgery
Clinical,Cat,Persian,17.2,5.8,,"Lethargy, Pain, Vomiting, Weight loss, Sneezing",Vaccinated
Clinical,Cat,Maine Coon,10.7,5.9,,"Sneezing, Anorexia, Loss of earing, Weight loss, Fever",No previous conditions
Clinical,Cat,Sphynx,1.1,5.8,,"Snoring, Vomiting, Weigth bearing long bones, Pain, Scabbing",Previous heart condition
Clinical,Dog,Bulldog,9.5,27.8,,"Lethargy, Fever, Loss of  appetite, Coughing, Joint Pain",No previous conditions
Clinical,Cat,Mixed Breed,3.2,3.4,,"Tail Wagging, Straining, Weakness, Lethargy, Diarrhea",Not vaccinated
Clinical,Dog,Bulldog,10.5,20.4,,"Fever, Diarrhea, Bloody droping, Abdominal discomfort, Lethargy",Not vaccinated
Clinical,Cat,Ragdoll,10.9,5.4,,"Wheezing, Rapid Breathing, Coughing, Swallowing, Effort to breath",Recent surgery
Clinical,Dog,Rottweiler,5.0,45.0,,"Coughing, Diarrhea, Pain, Weakness, Loss of powder down",No previous conditions
Clinical,Cat,Sphynx,2.8,7.6,,"Fever, Headache, Chills, Nausea, Pain",Previous kidney disease
Clinical,Cat,Sphynx,16.7,7.2,,"Lethargy, Coughing, Anorexia, abnormalalities, Weight loss",Previous kidney disease
Clinical,Dog,Golden Retriever,9.4,37.7,,"Fatty stool, Diarrhea, Weight loss, Pain, Vomiting",Dental issues
Clinical,Cat,Maine Coon,18.0,7.0,,"Shyness or aggression, Coughing, Pain, Coughing, Pain",Vaccinated
Clinical,Dog,Mixed Breed,10.8,21.4,,"Pain, Vomiting, Pain, Diarrhea, Diarrhea",No previous conditions
Clinical,Dog,Poodle,2.3,3.7,,"Sheep often bites, Fleece become thin, Loss of wool, Death, Pains",Recent surgery
Clinical,Cat,Scottish Fold,0.5,6.4,,"Weight loss, Death, Nasal Discharge, Fever, Coughing",Chronic illness
Clinical,Cat,Ragdoll,17.1,9.1,,"Skin rashes, Diarrhea, Death, Facial edema, Pain",Previous heart condition
Clinical,Cat,Persian,1.6,5.0,,"Pain, Weight loss, Heavy Breathing, Severe swellimg, Diarrhea",Previous heart condition
Clinical,Cat,Bengal,1.6,2.5,,"Pale comb, Lethargy, Pain, Vomiting, Swollen comb",Skin conditions history
Clinical,Cat,Siamese,15.4,6.2,,"Lethargy, Lethargy, Anorexia, Coughing, Urine retention",Chronic illness
Clinical,Dog,Golden Retriever,4.6,42.0,,"Coughing, Sneezing, Pain, Fever, Anorexia",Not vaccinated
Clinical,Cat,Mixed Breed,14.9,7.1,,"Inability to digest, Diarrhea, Dehydration, Weight loss, Anemia",Chronic illness
Clinical,Cat,Siamese,7.4,5.7,,"Sneezing, Vomiting, Pain, Swelling , Vomiting",Previous kidney disease
Clinical,Dog,Rottweiler,8.4,32.1,,"Pain, Fever, Coughing, Anorexia, Weakness",Previous heart condition
Clinical,Cat,British Shorthair,17.3,6.5,,"Lethargy, Anorexia, Sneezing, Pain, Vomiting",Vaccinated
Clinical,Dog,Poodle,2.4,4.5,,"Runny nose, Difficulty in breathing, Coughing, Weakness, Loss of appettite",Skin conditions history
Clinical,Cat,Ragdoll,4.2,8.2,,"Lethargy, Diarrhea, Vomiting, Discharge from eye, Anorexia",Recent surgery
Clinical,Dog,Poodle,3.6,3.0,,"Lethargy, Coughing, Lethargy, Speech delay, Vomiting",Previous kidney disease
Clinical,Dog,Mixed Breed,12.9,13.2,,"Swollen lymph nodes, Difficulty walking, Back Pain, Lethargy, Vaginal Discharge",Skin conditions history
Clinical,Dog,Mixed Breed,13.8,28.6,,"Fever, Depression, Dehydration, Stopped eat, Uncharacteristic hiding",Parasite history
Clinical,Dog,Golden Retriever,8.7,42.1,,"Pains, Profuse, Discomfort, Loss of Appetite, Bloody Diarrhea",Dental issues
Clinical,Dog,Yorkshire Terrier,13.7,8.4,,"Agalactia, Sloughing of the tail, Loss of milk production, Fever, Reduce Reproductive potential",Allergies
Clinical,Cat,Persian,15.2,4.8,,"Anorexia, Sneezing, Anorexia, Vomiting, Anorexia",Chronic illness
Clinical,Dog,Labrador Retriever,12.5,30.6,,"Fever, Severe weekness and depression, Stiffness, Abdominal pain, Diarrhea",Chronic illness
Clinical,Cat,Persian,1.1,3.5,,"Swollen, Hot joints, Pustulses, Difficulty in Walk, Pains",Dental issues
Clinical,Cat,Bengal,8.7,6.0,,"lack of vocalizations, Coughing, Sneezing, Coughing, Coughing",Previous heart condition
Clinical,Dog,Rottweiler,1.4,40.6,,"Pain, Weak kids, Mummification, Stillbirth, Abortion ",Recent surgery
Clinical,Dog,German Shepherd,6.8,31.2,,"Poor coat apperence , Diarrhea, Vomiting, Weight loss, Dehydration",Not vaccinated
Clinical,Dog,Labrador Retriever,6.0,38.4,,"Inflammation, Sneezing, Closed eyes, Vomiting, Diarrhea",Vaccinated
Clinical,Dog,German Shepherd,8.1,27.7,,"Fleece become thin, Lack of walking, Difficulty breathing, Sneezing, Anorexia",Previous kidney disease
Clinical,Dog,German Shepherd,8.8,35.2,,"Weight loss, Lethargy, Vomiting, Fever, Weight loss",Parasite history
Clinical,Cat,Ragdoll,15.9,5.3,,"Fever, Tiredness, loss of appetite, Muscle aches, Chest Pain",Skin conditions history
Clinical,Cat,Scottish Fold,9.6,6.7,,"Pain, Diarrhea, Itching, Sneezing, Pain",Vaccinated
Clinical,Cat,Siamese,16.4,4.3,,"Cell Damage, Behaviour change, Weight loss, Pruritis, Death",Vaccinated
Clinical,Dog,Bulldog,2.2,20.9,,"Extreme thirst, bloody discharge, Loss of appetite, inability to fly, loss of wariness",Chronic illness
Clinical,Cat,Maine Coon,13.3,7.6,,"Small red bumps, Pneumonia , Septic Arthritis, Skin infection, Pain",Previous kidney disease
Clinical,Dog,German Shepherd,4.0,33.5,,"Weakness, Fever, Anorexia, Weight loss, Weight loss",Dental issues
Clinical,Dog,Bulldog,7.1,25.9,,"Weakness, Diarrhea, Lethargy, Extreme thirst, Weigth bearing long bones",Recent surgery
Clinical,Cat,Maine Coon,7.3,8.2,,"Green Dropping, Loss of Appetite, Ruffled Appearance, Nasal Discharge, Vomiting",Allergies
Clinical,Dog,Poodle,8.5,3.0,,"Fever, Lethargy, Vomiting, Clearly unthrifty, Jaundice",Skin conditions history
Clinical,Cat,Siamese,11.0,6.9,,"Weakness, Yellow or green dropping, Purplish combs, Wattles, Drop on egg production",Allergies
Clinical,Cat,Maine Coon,10.3,9.0,,"Facial paralysis, Ulcerated skin, Fever, Coughing, Lethargy",Chronic illness
Clinical,Dog,Boxer,15.0,25.2,,"Weight loss, Swelling , Vomiting, Fever, Vomiting",Parasite history
Clinical,Cat,Ragdoll,15.3,8.2,,"Death, Diarrhea, Pain, Skin rashes, Facial edema",Previous heart condition
Clinical,Dog,German Shepherd,7.7,36.9,,"Weakness, Sneezing, rectal bleeding, Coughing, Fever",Skin conditions history
Clinical,Cat,Scottish Fold,8.0,6.4,,"Lethargy, Loss of appetite, Difficulty in Swallowing, Weakness, Vision Problem",Dental issues
Clinical,Dog,Boxer,4.1,20.5,,"Anorexia, Bottle Jaw, Facial defects, Weight loss, Diarrhea",Recent surgery
Clinical,Cat,Scottish Fold,7.9,7.6,,"wasting, stumbling, listlessness, drooling, urination problem",Parasite history
Clinical,Cat,Bengal,13.4,7.8,,"Pain, Anorexia, Pain, Head ache, Lethargy",Skin conditions history
Clinical,Dog,Mixed Breed,9.6,8.7,,"Sneezing, Bad breath, Bleeding from the nose, cough , Pawing at the face or nose",Previous kidney disease
Clinical,Cat,Siamese,7.6,6.2,,"Vaginal Discharge, Vomiting, Pain, Coughing, Coughing",Dental issues
Clinical,Cat,Siamese,15.9,3.8,,"loss of appetite, Weight loss, Anemia, Depression, Paralyzed leg",No previous conditions
Clinical,Dog,Boxer,2.8,23.6,,"Weight loss, Fever, Coughing, Anorexia, Pain",Skin conditions history
Clinical,Cat,Scottish Fold,5.5,5.7,,"Discharge From eyes, Lethargy, Coughing, Sneezing, Fatique",Previous heart condition
Clinical,Cat,Scottish Fold,0.5,5.4,,"Weakness, Vomiting, Fever, Weight loss, Sneezing",Chronic illness
Clinical,Dog,Yorkshire Terrier,6.7,4.6,,"Weight loss, Pain, Decresed egg production, Blood Poisioning , Diarrhea",No previous conditions
Clinical,Dog,Boxer,5.1,23.6,,"Weight loss, Pain, Pain, Lethargy, Anorexia",Previous kidney disease
Clinical,Cat,Bengal,13.5,3.5,,"Hair loss, Skeleten abnormalities, Facial defects, Underdeveloped muscles, Flat ribs",Previous kidney disease
Clinical,Dog,Mixed Breed,5.5,9.1,,"Vomiting, Labored breathing, Weight loss, Sneezing, Fever",Dental issues
Clinical,Cat,Maine Coon,9.1,9.6,,"Swollen left abdomen, Lying Down, Staggering, Urination, Extension of neck",Previous kidney disease
Clinical,Cat,Persian,12.1,4.3,,"Anorexia, Anorexia, Lethargy, Anorexia, Anorexia",Previous kidney disease
Clinical,Dog,Yorkshire Terrier,12.5,8.2,,"Fetopelvic dispropotion, Uteria inertia, Malpresentation, Death, Pains",Skin conditions history
Clinical,Dog,German Shepherd,3.8,28.5,,"Diarrhea, Pain, Weight loss, Fever, Anorexia",Skin conditions history
Clinical,Cat,Scottish Fold,18.0,2.9,,"Pot belly, Coughing, Sneezing, Neck Vein Swelling, Fever",Parasite history
Clinical,Dog,Yorkshire Terrier,10.0,3.0,,"Sneezing, Abortion, Rhinitis, Lethargy, Anorexia",Not vaccinated
Clinical,Cat,Persian,7.7,7.2,,"Weight loss, Pain, Coughing, Anorexia, Sneezing",Vaccinated
Clinical,Dog,Bulldog,10.5,22.9,,"Sneezing, Sneezing, Crusting of the skin, Poor growth, Swelling",No previous conditions
Clinical,Cat,Bengal,8.0,6.0,,"Vomiting, Anorexia, Anorexia, Sneezing, Hematuria",Not vaccinated
Clinical,Cat,Maine Coon,17.4,5.5,,"Fever, Mild sneezing, Coughing, Nasal, Ocular discharge",Vaccinated
Clinical,Dog,Bulldog,7.0,20.1,,"Pain, Poor wool, Anorexia, Vomiting, Sneezing",Dental issues
Clinical,Dog,German Shepherd,7.5,29.9,,"Fever, Sour Throat, Mortality, Muscle aches, Abnormalities",Vaccinated
Clinical,Dog,Poodle,5.3,7.0,,"Lesions on nose, Lethargy, Weakness, Vomiting, Pain on face",Not vaccinated
Clinical,Cat,Mixed Breed,10.6,5.8,,"SkinAllergy, Reduce growth, Head ache, Wound, Dizziness",Not vaccinated
Clinical,Cat,Bengal,2.5,4.5,,"Sneezing, Vomiting, Weight loss, Weakness, Coughing",Not vaccinated
Clinical,Cat,Bengal,5.4,6.3,,"Spines, Unusally thin, Weakness, Enlarged skulls, Weakness",Previous heart condition
Clinical,Dog,Yorkshire Terrier,3.2,6.8,,"Vomiting, Fever, Vomiting, Weight loss, Sneezing",Skin conditions history
Clinical,Dog,German Shepherd,8.6,43.2,,"Fever, Diarrhea, Bloody droping, Abdominal discomfort, Lethargy",Parasite history
Clinical,Cat,Sphynx,11.5,2.5,,"Neck paralysis, Diarrhea, ruffled feathers, Labored breathing, Weakness",Vaccinated
Clinical,Dog,German Shepherd,1.0,33.0,,"Poor wool, Loss of Appetite, Lameness, Small size, Poor Body condition",No previous conditions
Clinical,Cat,Sphynx,15.8,2.6,,"Appetite varies, Vomiting, Weight loss, Diarrhea, Pain",Allergies
Clinical,Cat,Persian,14.9,4.9,,"Weight loss, Weakness, Coughing, Animal become lame, Lethargy",Vaccinated
Clinical,Cat,Mixed Breed,11.4,5.1,,"Weakness, Weight loss, Pain, Vomiting, Pain",No previous conditions
Clinical,Dog,Poodle,12.1,2.9,,"Eye redness, Frequent eye Infections, Crusty eye lashes and matting of eyelashes, foul smelling stools,  increased passing gas",Previous heart condition
Clinical,Dog,Bulldog,15.3,22.0,,"Difficulty breathing, Fever, Coughing, Eye and Skin change, Unable to exercise",Chronic illness
Clinical,Dog,German Shepherd,9.3,33.3,,"Weight loss, Weight loss, Wattles, Dry or dull hair, Scabs on lip",Skin conditions history
Clinical,Cat,Sphynx,6.2,6.0,,"Weakness, Sneezing, Fever, Vomiting, Lethargy",Parasite history
Clinical,Cat,Bengal,5.7,6.2,,"Jaundice, Difficulty in breathing, Seizuers, Lethargy, Pale gums",Parasite history
Clinical,Dog,German Shepherd,9.5,31.0,,"Egg production stops, Broody behavior, loss of appetite, Weight loss, Constipation",Previous heart condition
Clinical,Cat,Sphynx,10.5,3.7,,"Fever, Dullness, Depression, Weight loss, Anorexia",Dental issues
Clinical,Cat,Scottish Fold,11.8,4.9,,"Clubbed Feather, Weight loss, Pain, Weakness, Diarrhea",Dental issues
Clinical,Dog,Yorkshire Terrier,11.4,4.1,,"Fever, Dullness, Dullness, Skin Rashes, Pains",Allergies
Clinical,Cat,Scottish Fold,7.4,5.7,,"Fever, Vomiting, Coughing, Coughing, Sneezing",Dental issues
Clinical,Cat,Sphynx,8.5,6.4,,"sneeze, muscular spasms, Crusty, Vomiting, Sneezing",Allergies
